bigram,frequency,probability,language
êt,139,1.34e-06,de
öa,138,1.33e-06,de
sã,138,1.33e-06,de
ní,135,1.3e-06,de
èm,134,1.29e-06,de
üz,134,1.29e-06,de
nà,132,1.27e-06,de
če,131,1.26e-06,de
ká,131,1.26e-06,de
ân,130,1.25e-06,de
àp,130,1.25e-06,de
mø,129,1.24e-06,de
ró,125,1.2e-06,de
éh,123,1.18e-06,de
lí,122,1.17e-06,de
cô,121,1.16e-06,de
ñe,120,1.16e-06,de
râ,117,1.13e-06,de
eñ,116,1.12e-06,de
nø,116,1.12e-06,de
ék,115,1.11e-06,de
àr,115,1.11e-06,de
ág,114,1.1e-06,de
tó,114,1.1e-06,de
âx,113,1.09e-06,de
ić,112,1.08e-06,de
nâ,112,1.08e-06,de
rê,111,1.07e-06,de
có,109,1.05e-06,de
ví,109,1.05e-06,de
šk,106,1.02e-06,de
wã,106,1.02e-06,de
xü,105,1.01e-06,de
iš,104,1e-06,de
zá,103,9.9e-07,de
eø,103,9.9e-07,de
iã,103,9.9e-07,de
ør,102,9.8e-07,de
på,101,9.7e-07,de
eã,98,9.5e-07,de
öi,96,9.3e-07,de
år,96,9.3e-07,de
ãã,96,9.3e-07,de
àd,95,9.2e-07,de
ís,95,9.2e-07,de
üi,94,9.1e-07,de
ßü,94,9.1e-07,de
xâ,94,9.1e-07,de
tí,93,9e-07,de
rç,93,9e-07,de
éz,92,8.9e-07,de
dí,92,8.9e-07,de
ła,91,8.8e-07,de
aç,90,8.7e-07,de
ór,90,8.7e-07,de
át,89,8.6e-07,de
bã,88,8.5e-07,de
ác,87,8.4e-07,de
ær,87,8.4e-07,de
âœ,86,8.3e-07,de
çe,85,8.2e-07,de
rà,85,8.2e-07,de
lø,85,8.2e-07,de
àv,85,8.2e-07,de
lè,84,8.1e-07,de
èc,84,8.1e-07,de
óm,82,7.9e-07,de
éq,82,7.9e-07,de
ał,81,7.8e-07,de
ít,81,7.8e-07,de
ăľ,81,7.8e-07,de
ík,79,7.6e-07,de
ſt,79,7.6e-07,de
aé,78,7.5e-07,de
hè,78,7.5e-07,de
zé,78,7.5e-07,de
či,77,7.4e-07,de
sá,77,7.4e-07,de
éw,77,7.4e-07,de
àc,77,7.4e-07,de
ám,76,7.4e-07,de
ič,76,7.4e-07,de
eſ,76,7.4e-07,de
ãf,75,7.3e-07,de
há,74,7.2e-07,de
nè,74,7.2e-07,de
kø,74,7.2e-07,de
yö,73,7.1e-07,de
àn,73,7.1e-07,de
oš,72,7e-07,de
ól,72,7e-07,de
âž,71,6.9e-07,de
ôn,71,6.9e-07,de
üw,70,6.8e-07,de
èt,70,6.8e-07,de
ſe,70,6.8e-07,de
ôm,69,6.7e-07,de
là,68,6.6e-07,de
só,68,6.6e-07,de
eâ,68,6.6e-07,de
ðð,68,6.6e-07,de
væ,67,6.5e-07,de
tø,66,6.4e-07,de
eš,66,6.4e-07,de
oã,66,6.4e-07,de
oč,66,6.4e-07,de
tâ,65,6.3e-07,de
pá,64,6.2e-07,de
tè,64,6.2e-07,de
cä,63,6.1e-07,de
øx,62,6e-07,de
cö,62,6e-07,de
üu,62,6e-07,de
äw,62,6e-07,de
ië,62,6e-07,de
ož,61,5.9e-07,de
gã,60,5.8e-07,de
èn,59,5.7e-07,de
mè,59,5.7e-07,de
ów,59,5.7e-07,de
às,59,5.7e-07,de
êm,59,5.7e-07,de
öu,59,5.7e-07,de
cá,59,5.7e-07,de
áz,58,5.6e-07,de
lı,58,5.6e-07,de
śc,58,5.6e-07,de
kó,57,5.5e-07,de
ač,57,5.5e-07,de
œb,57,5.5e-07,de
øi,56,5.4e-07,de
uã,56,5.4e-07,de
zł,56,5.4e-07,de
dã,56,5.4e-07,de
nı,56,5.4e-07,de
sè,55,5.3e-07,de
bá,55,5.3e-07,de
uê,55,5.3e-07,de
ël,55,5.3e-07,de
ós,55,5.3e-07,de
èl,55,5.3e-07,de
sí,54,5.3e-07,de
ês,54,5.3e-07,de
áb,53,5.2e-07,de
ót,52,5.1e-07,de
lâ,52,5.1e-07,de
äx,52,5.1e-07,de
çã,52,5.1e-07,de
íc,52,5.1e-07,de
št,51,5e-07,de
ák,51,5e-07,de
âl,51,5e-07,de
ås,51,5e-07,de
ář,51,5e-07,de
mâ,50,4.9e-07,de
ãe,50,4.9e-07,de
ãd,50,4.9e-07,de
ča,49,4.8e-07,de
æs,49,4.8e-07,de
uò,49,4.8e-07,de
řz,49,4.8e-07,de
oś,48,4.7e-07,de
uí,48,4.7e-07,de
ık,48,4.7e-07,de
aã,48,4.7e-07,de
àt,48,4.7e-07,de
úl,48,4.7e-07,de
xö,47,4.6e-07,de
já,47,4.6e-07,de
ód,47,4.6e-07,de
ãu,47,4.6e-07,de
žn,47,4.6e-07,de
fè,47,4.6e-07,de
oé,47,4.6e-07,de
aš,47,4.6e-07,de
èg,47,4.6e-07,de
ià,47,4.6e-07,de
gó,46,4.5e-07,de
kç,46,4.5e-07,de
ån,46,4.5e-07,de
ło,46,4.5e-07,de
âr,46,4.5e-07,de
íp,46,4.5e-07,de
øn,45,4.4e-07,de
øb,45,4.4e-07,de
jé,45,4.4e-07,de
gø,45,4.4e-07,de
fá,45,4.4e-07,de
uñ,44,4.3e-07,de
nă,44,4.3e-07,de
áa,44,4.3e-07,de
oğ,44,4.3e-07,de
ßq,44,4.3e-07,de
ăź,44,4.3e-07,de
dá,44,4.3e-07,de
èv,44,4.3e-07,de
ům,44,4.3e-07,de
śn,44,4.3e-07,de
rå,43,4.2e-07,de
mí,43,4.2e-07,de
tê,43,4.2e-07,de
yä,43,4.2e-07,de
ša,43,4.2e-07,de
ký,43,4.2e-07,de
áp,43,4.2e-07,de
ræ,43,4.2e-07,de
àe,43,4.2e-07,de
áv,42,4.1e-07,de
ún,42,4.1e-07,de
ši,42,4.1e-07,de
ád,42,4.1e-07,de
ût,42,4.1e-07,de
ın,42,4.1e-07,de
sı,42,4.1e-07,de
aï,42,4.1e-07,de
uë,42,4.1e-07,de
bâ,42,4.1e-07,de
ſc,42,4.1e-07,de
sâ,41,4e-07,de
gå,41,4e-07,de
ůž,41,4e-07,de
jà,40,3.9e-07,de
dà,40,3.9e-07,de
næ,40,3.9e-07,de
ëf,40,3.9e-07,de
yō,40,3.9e-07,de
aú,40,3.9e-07,de
cè,40,3.9e-07,de
lů,40,3.9e-07,de
ię,40,3.9e-07,de
rſ,40,3.9e-07,de
nß,39,3.8e-07,de
ío,39,3.8e-07,de
öy,39,3.8e-07,de
že,39,3.8e-07,de
oû,39,3.8e-07,de
rô,39,3.8e-07,de
şi,39,3.8e-07,de
rı,39,3.8e-07,de
pã,39,3.8e-07,de
eč,39,3.8e-07,de
åd,39,3.8e-07,de
lý,39,3.8e-07,de
hø,39,3.8e-07,de
dů,39,3.8e-07,de
áe,38,3.7e-07,de
øj,38,3.7e-07,de
âs,38,3.7e-07,de
žk,38,3.7e-07,de
ýd,38,3.7e-07,de
iç,38,3.7e-07,de
aș,38,3.7e-07,de
õe,37,3.6e-07,de
ål,37,3.6e-07,de
çu,37,3.6e-07,de
ím,37,3.6e-07,de
ãœ,37,3.6e-07,de
ãm,37,3.6e-07,de
mě,37,3.6e-07,de
íb,36,3.5e-07,de
iá,36,3.5e-07,de
nš,36,3.5e-07,de
mó,36,3.5e-07,de
üo,36,3.5e-07,de
eç,36,3.5e-07,de
mê,36,3.5e-07,de
iş,36,3.5e-07,de
aî,36,3.5e-07,de
nā,36,3.5e-07,de
șc,36,3.5e-07,de
dó,35,3.4e-07,de
rð,35,3.4e-07,de
ît,35,3.4e-07,de
ët,35,3.4e-07,de
øs,35,3.4e-07,de
ľn,35,3.4e-07,de
êp,34,3.3e-07,de
ğl,34,3.3e-07,de
ný,34,3.3e-07,de
dè,34,3.3e-07,de
àg,34,3.3e-07,de
ži,34,3.3e-07,de
íg,34,3.3e-07,de
čn,34,3.3e-07,de
tă,34,3.3e-07,de
în,34,3.3e-07,de
ră,34,3.3e-07,de
dō,34,3.3e-07,de
rī,34,3.3e-07,de
fø,33,3.2e-07,de
nč,33,3.2e-07,de
nå,33,3.2e-07,de
àb,33,3.2e-07,de
œu,33,3.2e-07,de
iâ,33,3.2e-07,de
ře,33,3.2e-07,de
âm,33,3.2e-07,de
ăs,33,3.2e-07,de
lå,33,3.2e-07,de
oş,33,3.2e-07,de
æn,33,3.2e-07,de
ıc,33,3.2e-07,de
še,32,3.2e-07,de
ıs,32,3.2e-07,de
tú,32,3.2e-07,de
éâ,32,3.2e-07,de
hå,32,3.2e-07,de
fă,32,3.2e-07,de
gă,32,3.2e-07,de
kč,32,3.2e-07,de
íl,32,3.2e-07,de
şa,32,3.2e-07,de
eá,31,3.1e-07,de
ús,31,3.1e-07,de
âd,31,3.1e-07,de
gè,31,3.1e-07,de
ðñ,31,3.1e-07,de
ûn,31,3.1e-07,de
eś,31,3.1e-07,de
tě,31,3.1e-07,de
ød,30,3e-07,de
uš,30,3e-07,de
öx,30,3e-07,de
cí,30,3e-07,de
åv,30,3e-07,de
ří,30,3e-07,de
ńs,30,3e-07,de
hó,30,3e-07,de
ßö,30,3e-07,de
zã,30,3e-07,de
rß,30,3e-07,de
ív,30,3e-07,de
så,30,3e-07,de
ñð,30,3e-07,de
čk,30,3e-07,de
ës,30,3e-07,de
üx,30,3e-07,de
iù,30,3e-07,de
jó,30,3e-07,de
nſ,30,3e-07,de
āᵓ,30,3e-07,de
ᵓi,30,3e-07,de
yı,30,3e-07,de
óp,29,2.9e-07,de
çi,29,2.9e-07,de
éà,29,2.9e-07,de
vě,29,2.9e-07,de
qü,29,2.9e-07,de
àf,29,2.9e-07,de
eè,29,2.9e-07,de
dī,29,2.9e-07,de
fó,29,2.9e-07,de
ār,28,2.8e-07,de
aí,28,2.8e-07,de
nó,28,2.8e-07,de
gá,28,2.8e-07,de
uà,28,2.8e-07,de
bø,28,2.8e-07,de
łe,28,2.8e-07,de
aè,28,2.8e-07,de
øy,28,2.8e-07,de
sł,28,2.8e-07,de
ði,28,2.8e-07,de
iſ,28,2.8e-07,de
në,28,2.8e-07,de
vè,27,2.7e-07,de
èq,27,2.7e-07,de
îl,27,2.7e-07,de
uç,27,2.7e-07,de
íz,27,2.7e-07,de
øa,26,2.6e-07,de
bí,26,2.6e-07,de
ên,26,2.6e-07,de
èd,26,2.6e-07,de
àa,26,2.6e-07,de
dâ,26,2.6e-07,de
må,26,2.6e-07,de
aë,26,2.6e-07,de
dø,26,2.6e-07,de
úb,26,2.6e-07,de
ſi,26,2.6e-07,de
ſo,26,2.6e-07,de
żk,26,2.6e-07,de
př,26,2.6e-07,de
tā,26,2.6e-07,de
të,26,2.6e-07,de
áf,25,2.5e-07,de
ái,25,2.5e-07,de
až,25,2.5e-07,de
ža,25,2.5e-07,de
ób,25,2.5e-07,de
šť,25,2.5e-07,de
ój,25,2.5e-07,de
św,25,2.5e-07,de
àu,25,2.5e-07,de
łó,25,2.5e-07,de
lă,25,2.5e-07,de
nº,24,2.4e-07,de
šo,24,2.4e-07,de
że,24,2.4e-07,de
oè,24,2.4e-07,de
eş,24,2.4e-07,de
âg,24,2.4e-07,de
xä,24,2.4e-07,de
ài,24,2.4e-07,de
úd,24,2.4e-07,de
iś,24,2.4e-07,de
ſſ,24,2.4e-07,de
vů,24,2.4e-07,de
lœ,24,2.4e-07,de
ıy,24,2.4e-07,de
âť,24,2.4e-07,de
ći,23,2.3e-07,de
dž,23,2.3e-07,de
aş,23,2.3e-07,de
oř,23,2.3e-07,de
âu,23,2.3e-07,de
kå,23,2.3e-07,de
uč,23,2.3e-07,de
ně,23,2.3e-07,de
ři,23,2.3e-07,de
yé,23,2.3e-07,de
ťa,23,2.3e-07,de
īn,23,2.3e-07,de
āt,23,2.3e-07,de
îc,23,2.3e-07,de
óż,23,2.3e-07,de
ăn,23,2.3e-07,de
ās,23,2.3e-07,de
eğ,23,2.3e-07,de
ľr,23,2.3e-07,de
şe,22,2.2e-07,de
âw,22,2.2e-07,de
eó,22,2.2e-07,de
ět,22,2.2e-07,de
áu,22,2.2e-07,de
áh,22,2.2e-07,de
pā,22,2.2e-07,de
ōk,22,2.2e-07,de
âh,22,2.2e-07,de
gæ,22,2.2e-07,de
lő,22,2.2e-07,de
ją,22,2.2e-07,de
òo,22,2.2e-07,de
rā,22,2.2e-07,de
āk,22,2.2e-07,de
kā,22,2.2e-07,de
øl,21,2.1e-07,de
zó,21,2.1e-07,de
åe,21,2.1e-07,de
ań,21,2.1e-07,de
łu,21,2.1e-07,de
âc,21,2.1e-07,de
sæ,21,2.1e-07,de
vý,21,2.1e-07,de
ğa,21,2.1e-07,de
ěs,21,2.1e-07,de
āl,21,2.1e-07,de
ᶜa,21,2.1e-07,de
ğe,21,2.1e-07,de
ír,20,2e-07,de
öj,20,2e-07,de
øg,20,2e-07,de
eł,20,2e-07,de
jã,20,2e-07,de
äj,20,2e-07,de
ýp,20,2e-07,de
nê,20,2e-07,de
ëw,20,2e-07,de
lß,20,2e-07,de
fí,20,2e-07,de
øv,20,2e-07,de
yú,20,2e-07,de
aś,20,2e-07,de
āb,20,2e-07,de
ſa,20,2e-07,de
mů,20,2e-07,de
eï,19,1.9e-07,de
ßy,19,1.9e-07,de
eå,19,1.9e-07,de
ağ,19,1.9e-07,de
âb,19,1.9e-07,de
rú,19,1.9e-07,de
ÿt,19,1.9e-07,de
åg,19,1.9e-07,de
jø,19,1.9e-07,de
už,19,1.9e-07,de
šč,19,1.9e-07,de
šn,19,1.9e-07,de
dč,19,1.9e-07,de
eň,19,1.9e-07,de
où,19,1.9e-07,de
éx,19,1.9e-07,de
åk,19,1.9e-07,de
mā,19,1.9e-07,de
ył,19,1.9e-07,de
áj,19,1.9e-07,de
ān,19,1.9e-07,de
øk,18,1.8e-07,de
tå,18,1.8e-07,de
èu,18,1.8e-07,de
mà,18,1.8e-07,de
íd,18,1.8e-07,de
tő,18,1.8e-07,de
lā,18,1.8e-07,de
ăt,18,1.8e-07,de
üö,18,1.8e-07,de
ęc,18,1.8e-07,de
pó,18,1.8e-07,de
gí,18,1.8e-07,de
àq,18,1.8e-07,de
üj,18,1.8e-07,de
eż,18,1.8e-07,de
yū,18,1.8e-07,de
ią,18,1.8e-07,de
éé,18,1.8e-07,de
uſ,18,1.8e-07,de
tſ,18,1.8e-07,de
uì,18,1.8e-07,de
ąc,18,1.8e-07,de
ďż,18,1.8e-07,de
çõ,17,1.7e-07,de
dı,17,1.7e-07,de
lò,17,1.7e-07,de
ðu,17,1.7e-07,de
tæ,17,1.7e-07,de
mă,17,1.7e-07,de
oà,17,1.7e-07,de
nō,17,1.7e-07,de
óc,17,1.7e-07,de
uá,17,1.7e-07,de
ʃe,17,1.7e-07,de
ję,17,1.7e-07,de
ać,17,1.7e-07,de
ůj,17,1.7e-07,de
ìì,17,1.7e-07,de
yû,17,1.7e-07,de
žd,16,1.6e-07,de
mᴓ,16,1.6e-07,de
øt,16,1.6e-07,de
út,16,1.6e-07,de
gâ,16,1.6e-07,de
ãk,16,1.6e-07,de
tç,16,1.6e-07,de
øe,16,1.6e-07,de
âa,16,1.6e-07,de
pâ,16,1.6e-07,de
rů,16,1.6e-07,de
âi,16,1.6e-07,de
mú,16,1.6e-07,de
ïb,16,1.6e-07,de
óa,16,1.6e-07,de
dă,16,1.6e-07,de
ăr,16,1.6e-07,de
hō,16,1.6e-07,de
hà,16,1.6e-07,de
ër,16,1.6e-07,de
īg,16,1.6e-07,de
æã,16,1.6e-07,de
őr,16,1.6e-07,de
ső,16,1.6e-07,de
ið,16,1.6e-07,de
ºd,16,1.6e-07,de
ış,16,1.6e-07,de
ůr,16,1.6e-07,de
ᴓm,15,1.5e-07,de
èp,15,1.5e-07,de
oł,15,1.5e-07,de
âf,15,1.5e-07,de
vå,15,1.5e-07,de
ův,15,1.5e-07,de
óg,15,1.5e-07,de
rë,15,1.5e-07,de
ți,15,1.5e-07,de
åm,15,1.5e-07,de
èb,15,1.5e-07,de
tô,15,1.5e-07,de
ōd,15,1.5e-07,de
ók,15,1.5e-07,de
ëm,15,1.5e-07,de
dě,15,1.5e-07,de
ýv,15,1.5e-07,de
ða,15,1.5e-07,de
ćs,15,1.5e-07,de
ìr,15,1.5e-07,de
åb,15,1.5e-07,de
ßä,15,1.5e-07,de
öü,15,1.5e-07,de
ýo,15,1.5e-07,de
čh,15,1.5e-07,de
ûr,15,1.5e-07,de
wā,15,1.5e-07,de
ăp,14,1.4e-07,de
ïs,14,1.4e-07,de
oż,14,1.4e-07,de
åt,14,1.4e-07,de
cú,14,1.4e-07,de
čí,14,1.4e-07,de
ır,14,1.4e-07,de
ÿi,14,1.4e-07,de
ÿn,14,1.4e-07,de
ïa,14,1.4e-07,de
ěm,14,1.4e-07,de
fī,14,1.4e-07,de
dő,14,1.4e-07,de
ïn,14,1.4e-07,de
sč,14,1.4e-07,de
źh,14,1.4e-07,de
vê,14,1.4e-07,de
zà,14,1.4e-07,de
īd,14,1.4e-07,de
æl,14,1.4e-07,de
pí,14,1.4e-07,de
óh,14,1.4e-07,de
dú,14,1.4e-07,de
hç,14,1.4e-07,de
ïr,14,1.4e-07,de
ād,14,1.4e-07,de
ào,14,1.4e-07,de
ěl,14,1.4e-07,de
că,14,1.4e-07,de
åa,14,1.4e-07,de
ūk,14,1.4e-07,de
ṭa,14,1.4e-07,de
ūr,13,1.3e-07,de
žo,13,1.3e-07,de
gà,13,1.3e-07,de
ıb,13,1.3e-07,de
ły,13,1.3e-07,de
sú,13,1.3e-07,de
žw,13,1.3e-07,de
vã,13,1.3e-07,de
ÿa,13,1.3e-07,de
ÿb,13,1.3e-07,de
kâ,13,1.3e-07,de
øp,13,1.3e-07,de
íf,13,1.3e-07,de
lš,13,1.3e-07,de
àh,13,1.3e-07,de
āj,13,1.3e-07,de
eî,13,1.3e-07,de
cł,13,1.3e-07,de
cœ,13,1.3e-07,de
jë,13,1.3e-07,de
ʃt,13,1.3e-07,de
ðÿ,13,1.3e-07,de
aô,13,1.3e-07,de
mý,13,1.3e-07,de
ýc,13,1.3e-07,de
tı,13,1.3e-07,de
ūl,13,1.3e-07,de
uṣ,13,1.3e-07,de
ği,13,1.3e-07,de
ōs,13,1.3e-07,de
lì,13,1.3e-07,de
lú,13,1.3e-07,de
më,13,1.3e-07,de
ľb,13,1.3e-07,de
nú,12,1.2e-07,de
äö,12,1.2e-07,de
aø,12,1.2e-07,de
óv,12,1.2e-07,de
ōn,12,1.2e-07,de
ąs,12,1.2e-07,de
čs,12,1.2e-07,de
ęt,12,1.2e-07,de
øh,12,1.2e-07,de
ãi,12,1.2e-07,de
ói,12,1.2e-07,de
ća,12,1.2e-07,de
àk,12,1.2e-07,de
øz,12,1.2e-07,de
şk,12,1.2e-07,de
ÿs,12,1.2e-07,de
œr,12,1.2e-07,de
ží,12,1.2e-07,de
ýn,12,1.2e-07,de
nî,12,1.2e-07,de
ňa,12,1.2e-07,de
úr,12,1.2e-07,de
áw,12,1.2e-07,de
ăc,12,1.2e-07,de
èa,12,1.2e-07,de
žu,12,1.2e-07,de
pè,12,1.2e-07,de
àz,12,1.2e-07,de
lî,12,1.2e-07,de
ôd,12,1.2e-07,de
ču,12,1.2e-07,de
ōg,12,1.2e-07,de
êc,12,1.2e-07,de
ùn,12,1.2e-07,de
oî,12,1.2e-07,de
pú,12,1.2e-07,de
rì,12,1.2e-07,de
ƒæ,12,1.2e-07,de
èz,12,1.2e-07,de
læ,12,1.2e-07,de
áx,12,1.2e-07,de
að,12,1.2e-07,de
šu,12,1.2e-07,de
ım,12,1.2e-07,de
jú,12,1.2e-07,de
và,12,1.2e-07,de
ūs,12,1.2e-07,de
ïh,12,1.2e-07,de
ăś,12,1.2e-07,de
åh,12,1.2e-07,de
āg,12,1.2e-07,de
ëd,12,1.2e-07,de
nů,12,1.2e-07,de
ěv,12,1.2e-07,de
čc,12,1.2e-07,de
sû,12,1.2e-07,de
šū,12,1.2e-07,de
āp,12,1.2e-07,de
ôs,12,1.2e-07,de
zø,12,1.2e-07,de
čr,12,1.2e-07,de
ůl,12,1.2e-07,de
ƹʒ,12,1.2e-07,de
lû,12,1.2e-07,de
xé,11,1.1e-07,de
åf,11,1.1e-07,de
tš,11,1.1e-07,de
câ,11,1.1e-07,de
žs,11,1.1e-07,de
yè,11,1.1e-07,de
óś,11,1.1e-07,de
śe,11,1.1e-07,de
zí,11,1.1e-07,de
íe,11,1.1e-07,de
œs,11,1.1e-07,de
âe,11,1.1e-07,de
oñ,11,1.1e-07,de
żo,11,1.1e-07,de
ků,11,1.1e-07,de
aà,11,1.1e-07,de
àj,11,1.1e-07,de
äy,11,1.1e-07,de
pă,11,1.1e-07,de
ùl,11,1.1e-07,de
då,11,1.1e-07,de
wó,11,1.1e-07,de
gú,11,1.1e-07,de
eʃ,11,1.1e-07,de
ił,11,1.1e-07,de
ző,11,1.1e-07,de
rő,11,1.1e-07,de
ży,11,1.1e-07,de
ćb,11,1.1e-07,de
vø,11,1.1e-07,de
fï,11,1.1e-07,de
wà,11,1.1e-07,de
ēs,11,1.1e-07,de
źr,11,1.1e-07,de
kū,11,1.1e-07,de
ṣū,11,1.1e-07,de
qā,11,1.1e-07,de
aḇ,11,1.1e-07,de
ḇd,11,1.1e-07,de
īš,11,1.1e-07,de
iğ,11,1.1e-07,de
ōi,11,1.1e-07,de
jū,11,1.1e-07,de
jā,11,1.1e-07,de
nī,11,1.1e-07,de
lī,11,1.1e-07,de
tº,11,1.1e-07,de
hā,11,1.1e-07,de
ěř,11,1.1e-07,de
xø,10,1.1e-07,de
ių,10,1.1e-07,de
tß,10,1.1e-07,de
sì,10,1.1e-07,de
oï,10,1.1e-07,de
wé,10,1.1e-07,de
cê,10,1.1e-07,de
čo,10,1.1e-07,de
sß,10,1.1e-07,de
ıl,10,1.1e-07,de
žm,10,1.1e-07,de
aâ,10,1.1e-07,de
œâ,10,1.1e-07,de
óf,10,1.1e-07,de
âk,10,1.1e-07,de
få,10,1.1e-07,de
ññ,10,1.1e-07,de
ýk,10,1.1e-07,de
lč,10,1.1e-07,de
ež,10,1.1e-07,de
čp,10,1.1e-07,de
ēn,10,1.1e-07,de
să,10,1.1e-07,de
și,10,1.1e-07,de
źn,10,1.1e-07,de
ït,10,1.1e-07,de
gî,10,1.1e-07,de
hê,10,1.1e-07,de
tō,10,1.1e-07,de
pê,10,1.1e-07,de
lô,10,1.1e-07,de
īa,10,1.1e-07,de
òd,10,1.1e-07,de
èi,10,1.1e-07,de
zů,10,1.1e-07,de
łk,10,1.1e-07,de
iń,10,1.1e-07,de
óz,10,1.1e-07,de
yð,10,1.1e-07,de
ők,10,1.1e-07,de
bſ,10,1.1e-07,de
aſ,10,1.1e-07,de
ęd,10,1.1e-07,de
dî,10,1.1e-07,de
ćd,10,1.1e-07,de
hſ,10,1.1e-07,de
ìt,10,1.1e-07,de
ůz,10,1.1e-07,de
iž,10,1.1e-07,de
īu,10,1.1e-07,de
lᶜ,10,1.1e-07,de
īḫ,10,1.1e-07,de
ḫā,10,1.1e-07,de
ıg,10,1.1e-07,de
iå,10,1.1e-07,de
íç,10,1.1e-07,de
ām,10,1.1e-07,de
ºº,10,1.1e-07,de
ǎn,10,1.1e-07,de
yā,10,1.1e-07,de
hṭ,10,1.1e-07,de
aḳ,10,1.1e-07,de
ḳo,10,1.1e-07,de
gč,10,1.1e-07,de
ăh,9,1e-07,de
žt,9,1e-07,de
kę,9,1e-07,de
ãp,9,1e-07,de
şu,9,1e-07,de
øø,9,1e-07,de
âp,9,1e-07,de
ãv,9,1e-07,de
ÿl,9,1e-07,de
új,9,1e-07,de
ůs,9,1e-07,de
šp,9,1e-07,de
ěz,9,1e-07,de
êl,9,1e-07,de
šs,9,1e-07,de
kł,9,1e-07,de
oľ,9,1e-07,de
úz,9,1e-07,de
nï,9,1e-07,de
mž,9,1e-07,de
rš,9,1e-07,de
ôl,9,1e-07,de
vč,9,1e-07,de
kō,9,1e-07,de
ōb,9,1e-07,de
fê,9,1e-07,de
ëc,9,1e-07,de
dê,9,1e-07,de
æg,9,1e-07,de
ìd,9,1e-07,de
eë,9,1e-07,de
ős,9,1e-07,de
bå,9,1e-07,de
eô,9,1e-07,de
hū,9,1e-07,de
ïc,9,1e-07,de
lç,9,1e-07,de
ıd,9,1e-07,de
bú,9,1e-07,de
rō,9,1e-07,de
üy,9,1e-07,de
aż,9,1e-07,de
čl,9,1e-07,de
rč,9,1e-07,de
dì,9,1e-07,de
šv,9,1e-07,de
ōt,9,1e-07,de
oâ,9,1e-07,de
ūᶜ,9,1e-07,de
øw,9,1e-07,de
şı,9,1e-07,de
æt,9,1e-07,de
eí,9,1e-07,de
īt,9,1e-07,de
āi,9,1e-07,de
īz,9,1e-07,de
pů,9,1e-07,de
ız,9,1e-07,de
uø,9,1e-07,de
żď,9,1e-07,de
vā,8,9e-08,de
ść,8,9e-08,de
àw,8,9e-08,de
bà,8,9e-08,de
ïg,8,9e-08,de
žf,8,9e-08,de
ÿd,8,9e-08,de
ěr,8,9e-08,de
kš,8,9e-08,de
uâ,8,9e-08,de
ýs,8,9e-08,de
őf,8,9e-08,de
ēt,8,9e-08,de
ùd,8,9e-08,de
şt,8,9e-08,de
yá,8,9e-08,de
yś,8,9e-08,de
iõ,8,9e-08,de
ıf,8,9e-08,de
ōr,8,9e-08,de
ìa,8,9e-08,de
îm,8,9e-08,de
iò,8,9e-08,de
ʃa,8,9e-08,de
rʃ,8,9e-08,de
bū,8,9e-08,de
ęb,8,9e-08,de
őg,8,9e-08,de
ðr,8,9e-08,de
bæ,8,9e-08,de
æk,8,9e-08,de
øf,8,9e-08,de
æf,8,9e-08,de
ęk,8,9e-08,de
lſ,8,9e-08,de
íh,8,9e-08,de
âï,8,9e-08,de
kă,8,9e-08,de
ną,8,9e-08,de
iø,8,9e-08,de
mì,8,9e-08,de
äü,8,9e-08,de
śm,8,9e-08,de
ší,8,9e-08,de
vř,8,9e-08,de
ýt,8,9e-08,de
tř,8,9e-08,de
vă,8,9e-08,de
pø,8,9e-08,de
ōj,8,9e-08,de
ōe,8,9e-08,de
dë,8,9e-08,de
vš,8,9e-08,de
ÿm,8,9e-08,de
ąd,8,9e-08,de
ćn,8,9e-08,de
sā,8,9e-08,de
ūt,8,9e-08,de
īs,8,9e-08,de
iā,8,9e-08,de
őz,8,9e-08,de
pë,8,9e-08,de
ťs,8,9e-08,de
čv,8,9e-08,de
hē,8,9e-08,de
hì,8,9e-08,de
ýz,8,9e-08,de
îa,8,9e-08,de
bả,8,9e-08,de
ảo,8,9e-08,de
lộ,8,9e-08,de
ộc,8,9e-08,de
ən,7,8e-08,de
gê,7,8e-08,de
eú,7,8e-08,de
úm,7,8e-08,de
pč,7,8e-08,de
ñi,7,8e-08,de
oá,7,8e-08,de
kı,7,8e-08,de
sê,7,8e-08,de
žj,7,8e-08,de
yó,7,8e-08,de
áo,7,8e-08,de
ěn,7,8e-08,de
dř,7,8e-08,de
ḥa,7,8e-08,de
oê,7,8e-08,de
ľa,7,8e-08,de
rù,7,8e-08,de
ęp,7,8e-08,de
yß,7,8e-08,de
aá,7,8e-08,de
tī,7,8e-08,de
ăa,7,8e-08,de
ąg,7,8e-08,de
óu,7,8e-08,de
nô,7,8e-08,de
łr,7,8e-08,de
łn,7,8e-08,de
fà,7,8e-08,de
óe,7,8e-08,de
ëi,7,8e-08,de
ōa,7,8e-08,de
bā,7,8e-08,de
īp,7,8e-08,de
sī,7,8e-08,de
òc,7,8e-08,de
lū,7,8e-08,de
bó,7,8e-08,de
ću,7,8e-08,de
åu,7,8e-08,de
ëz,7,8e-08,de
ëe,7,8e-08,de
cà,7,8e-08,de
öğ,7,8e-08,de
ęz,7,8e-08,de
âv,7,8e-08,de
ąt,7,8e-08,de
